model,temperature,ece_before,ece_temperature,ece_dirichlet
ResNet50,1.4172345399856567,0.12001846437948957,0.17800657480757756,0.03573288479762402
EfficientNet-B0,1.4258605241775513,0.09979001207330633,0.15236154803903426,0.03148488002051265
