fold,train_acc,val_acc,val_f1_normal,val_f1_abnormal,val_f1_nonsperm,val_roc_auc,val_loss
1,0.8777614138438881,0.8137254901960784,0.7640449438202247,0.8852459016393442,0.8022284122562674,0.9414077950471653,0.5049862624146044
2,0.8748159057437408,0.7784313725490196,0.668918918918919,0.8539944903581267,0.7922437673130194,0.9339646424612047,0.6037975567160174
3,0.8287536800785084,0.831041257367387,0.7989276139410187,0.8619528619528619,0.8390804597701149,0.9533106507540067,0.46242671087384224
4,0.9043179587831207,0.7485265225933202,0.6724137931034483,0.7611940298507462,0.8059701492537313,0.9144915341642496,1.0060154133243486
5,0.8964671246319922,0.787819253438114,0.7362637362637363,0.8571428571428571,0.7697368421052632,0.9419649439741177,0.6101701271254569
